Date,AAPL US Equity,ADBE US Equity,AEE US Equity,AEP US Equity,AFL US Equity,AIG US Equity,AIZ US Equity,ALL US Equity,AMAT US Equity,AMT US Equity,AON US Equity,APC US Equity,AVB US Equity,AVGO US Equity,AWK US Equity,AXP US Equity,BAC US Equity,BBT US Equity,BHF US Equity,BHGE US Equity,BK US Equity,BLK US Equity,BRK/A US Equity,C US Equity,CB US Equity,CCI US Equity,CME US Equity,CNP US Equity,COF US Equity,COP US Equity,CRM US Equity,CSCO US Equity,CTSH US Equity,CVX US Equity,D US Equity,DLR US Equity,DUK US Equity,ED US Equity,EOG US Equity,EQIX US Equity,EXC US Equity,FB US Equity,FTI US Equity,GOOGL US Equity,GS US Equity,HAL US Equity,HP US Equity,IBM US Equity,INTC US Equity,INTU US Equity,JPM US Equity,KEY US Equity,KMI US Equity,LNC US Equity,MA US Equity,MET US Equity,MMC US Equity,MPC US Equity,MS US Equity,MSFT US Equity,MTB US Equity,NEE US Equity,NI US Equity,NOV US Equity,NVDA US Equity,OKE US Equity,ORCL US Equity,OXY US Equity,PCG US Equity,PEG US Equity,PFG US Equity,PGR US Equity,PLD US Equity,PNC US Equity,PPL US Equity,PRU US Equity,PSA US Equity,PSX US Equity,PXD US Equity,QCOM US Equity,SCHW US Equity,SLB US Equity,SO US Equity,SPG US Equity,SRE US Equity,STI US Equity,TMK US Equity,TRV US Equity,TXN US Equity,UNM US Equity,USB US Equity,V US Equity,VLO US Equity,WEC US Equity,WFC US Equity,WLTW US Equity,WMB US Equity,WY US Equity,XEL US Equity,XOM US Equity
2016-02-12,94.496,76.67,45.25,61.1431,57.7326,53,67.07,63.91,16.06,85.67,94.127,37.81,164.42,121.66,65.4261,52.8971,11.95,31.8527,55.34,39.9,33.9888,306.8,193999,37.5865,114.31,83.13,91.15,18.2322,62.9559,33.158,59.68,25.3097,53.87,85.43,68.94,79.24,77.0451,71.39,67.8767,284.88,30.7634,102.01,23.12,706.89,146.13,29.11,48.1146,122.2792,28.8938,94.86,57.8876,10.49,15.0823,32.8299,85.063,33.6534,56.419,32.05,23.2265,50.5,105.93,111.67,21.4359,27.55,25.73,20.6991,35.6891,67.0329,55.21,41.89,35.38,32.2944,36.07,81.4051,35.74,61.64,233.61,75.7777,115.36,44.56,22.8803,70.81,48.4509,185.15,93.47,33.53,50.2401,107.49,51.5201,25.3076,39.1,70.42,58.3566,56.1582,47.6827,107.84,13.47,22.6,38.82,81.7687
2016-02-16,97.1602,78.88,45.58,61.6375,58.5587,52.06,67.25,64.57,16.72,86.45,94.478,39.09,165.37,126.24,65.4965,53.4194,12.25,32.8613,55.76,41.2,34.7122,314.47,193465,38.9381,115.67,84,90.71,18.3641,64.637,33.0169,59.72,26.0455,55.01,85.88,69.15,80.4,77.0957,71.6424,68.0672,291.3,31.329,101.61,23.48,717.64,149.02,29.94,49.3629,123.9966,29.035,95.663,58.7536,10.91,15.7477,34.1069,86.355,34.1838,56.8415,32.8682,23.8602,51.45,108.88,112.35,21.2646,28.06,26.99,21.5709,35.8498,67.9825,55.75,42.07,36.46,32.5723,37.16,83.7589,36.03,63.44,238.18,78.8511,115.45,46.73,23.6423,72.2602,48.633,187.995,94.44,34.29,51.2125,107.37,52.9305,26.7572,40.19,71.1,57.9524,56.2188,48.62,110.77,15.01,23.77,38.83,81.9604
2016-02-17,98.6482,81.85,45.31,61.6475,59.5056,52.67,69.25,65.02,17.14,86.19,95.331,40.5,167.76,130.68,65.0541,53.8513,12.56,33.2042,57.1,42.49,35.0739,319.88,195903,39.8292,116.91,84.68,92.15,18.6076,65.6134,34.1759,63.49,26.6704,56.61,89.4242,69.77,79.77,76.2973,70.6329,71.0049,290.65,31.3997,105.2,25.14,731.97,150.94,31.4,53.7065,127.391,29.7312,98.672,59.1765,10.93,17.3205,36.0778,87.388,35.3077,57.7167,33.2924,24.3733,52.7894,108.53,111.43,21.5064,29.11,27.66,22.2889,36.7837,70.6014,55.81,41.88,37.56,32.9942,37.46,84.5535,35.99,66.6,246.11,81.2091,124.55,48.41,24.5447,73.4486,48.37,188.762,95.5,34.43,52.4053,109.18,54.089,27.6934,40.12,72.17,58.3768,56.017,48.5092,111.24,15.69,24.18,38.94,82.7475
2016-02-18,96.7782,80.53,46.28,63.0096,59.5963,51.92,68.43,64.3,17.17,87.5,94.9,37.03,168.36,127.07,66.16,54.3938,12.24,32.5385,57.07,41.99,34.7021,315.97,196025,38.9682,116.36,86.02,91.3,18.8308,66.3684,33.9643,61.7,26.6402,56.01,87.8242,69.75,79.9,77.0148,71.9856,69.6413,290.31,31.7633,103.47,24.83,717.51,147.73,31.46,52.6713,133.806,29.6807,96.776,58.2098,10.64,18.0363,36.118,86.215,35.2448,57.8475,31.6864,24.1017,52.5578,106.16,114.33,22.0302,29.35,30.04,21.735,36.7837,70.2616,56,42.84,37.18,32.881,37.67,83.0648,36.52,66.14,246.72,80.0502,121.36,49.08,24.2239,73.1969,49.4218,190.931,96.88,33.89,52.1948,108.85,53.4543,27.5625,39.49,71.3785,56.1436,57.1065,48.106,111.6,15.92,23.84,39.64,83.2016
2016-02-19,96.557,80.87,45.6,62.4648,59.7574,51.53,70.33,64,18.38,87.32,93.906,35.35,170.11,128.67,66.1198,54.9563,12.13,32.6596,57.49,42.14,35.0939,314.29,197310.25,39.0383,115.67,85.46,93.32,18.709,66.1671,33.1278,62.14,26.7611,55.9,87.5913,69.46,81.42,75.3373,71.5414,69.892,299.37,31.5512,104.57,25.17,722.11,146.91,31.37,52.3466,134.4425,28.9644,97.499,58.2199,10.7,17.512,36.1582,86.967,35.1638,57.6564,31.9086,24.1419,52.1851,107.05,114.75,22.0302,29.3,30.44,21.1914,36.9343,70.2316,55.89,42.97,36.81,32.8399,37.33,83.3062,36.26,66.06,251.97,80.7052,122.99,49.42,24.5046,73.3882,49.1184,191.123,97.25,34.15,52.0044,108.09,53.1521,27.7035,39.46,71.669,57.6493,57.0258,48.4689,110.33,15.51,22.87,39.33,83.2521
2016-02-22,97.4015,83.8,46.23,63.4132,60.1402,52.1,70.59,64.44,18.59,89.24,94.097,37.35,171.07,130.64,66.6224,55.8804,12.54,33.2547,54.08,43.49,35.5963,316.45,198650,39.5689,117.09,86.76,91.97,18.9119,68.2106,34.7202,63.98,26.8417,56.63,89.9406,70.74,81.57,75.6304,72.2581,72.3985,299.83,32.0057,107.16,25.32,729.05,148.79,32.88,54.6909,135.1395,29.6101,98.562,58.9751,10.93,18.0463,36.9224,87.999,35.2538,57.8978,33.7166,24.6851,53.021,109.44,115.7,22.0705,29.4,31.52,21.9504,37.2657,71.651,56.48,43.84,37.38,32.9634,37.71,84.9458,36,66.7877,253.64,81.4912,125.01,51.28,24.6049,74.8989,49.6544,191.103,98.75,34.85,52.6158,109.35,53.6961,28.2169,40.23,73.202,59.2964,57.6008,49.5775,113.04,16.15,23.58,39.67,83.1411
2016-02-23,95.1997,83.07,46.52,63.3224,59.8078,51.06,70.17,63.73,18.61,88.02,94.398,35.3,170.47,128.16,67.0246,55.3581,12.16,32.3772,53.18,42.49,35.2246,309.86,196502,38.2673,115.7,86.35,91.9,18.8511,66.157,33.1782,62.9,26.3277,55.76,85.9813,70.88,81,75.6,72.7326,68.1975,292.06,31.5007,105.46,24.2,717.29,144.91,32.09,51.8391,133.7555,29.0552,97.669,56.5081,10.63,17.5624,36.0677,86.385,34.5435,57.4351,31.9288,23.8502,51.5406,105.97,116.12,21.9597,28.65,31.6,21.8581,36.7034,68.9721,57.22,43.59,36.93,32.8605,37.91,83.2962,36.07,65.2818,253.72,79.1635,119.57,50.42,24.1938,72.5926,49.6544,191.355,98.83,33.83,51.9442,107.91,52.6282,28.0357,38.87,72.2902,58.0939,57.853,48.4789,111.89,15.6,24.25,39.83,81.9705
2016-02-24,96.6173,83.42,47.48,63.5747,60.0697,50.92,70.61,63.95,18.791,89.03,94.99,36.21,169.73,130.34,67.0447,54.886,12.13,32.2763,53,41.91,34.9332,307.98,196511,38.1372,116.18,86.3,92.3,19.1352,65.845,33.2185,62.52,26.5293,56.19,86.3458,71.22,80.5,75.7415,72.2481,69.7015,295.01,32.0663,106.88,24.48,720.9,145.56,32.46,52.0827,134.1596,29.4487,99.144,56.5283,10.54,17.8548,35.6957,86.596,34.6693,57.7972,34.3126,23.8502,51.7219,104.85,116.87,21.9093,28.24,31.82,22.0735,36.7837,69.4419,57.46,43.4,37.13,32.7781,38.17,82.7832,35.93,65.403,249.92,79.6976,119.33,51.52,23.7426,72.7235,49.533,190.84,98.9,33.66,50.7614,108.48,52.8499,27.9551,38.44,71.9897,61.2467,57.8933,47.9851,111.56,16.63,25,39.91,82.2631
2016-02-25,97.2809,86.68,48.13,64.4625,60.7749,51.37,72.97,64.74,18.9921,89.42,95.642,37.64,172.71,132.47,68.4119,55.6393,12.32,32.7705,54.54,43.25,35.4958,313.62,198899,38.6678,118.39,86.74,93.19,19.4192,66.8617,33.3193,69.42,26.8115,57.24,86.3762,71.83,81.85,77.2473,73.1364,68.6788,307.49,32.2986,108.07,23.86,729.12,148.25,32.5,52.2654,135.877,29.8825,100.388,57.4043,10.69,17.8951,36.6006,87.598,35.4426,58.1091,34.5651,24.7756,52.4671,105.29,116.7088,22.1914,27.66,31.89,21.9197,37.4465,69.65,58.34,43.74,37.74,33.1074,39.07,83.4269,36.35,66.7776,255.1,79.365,120.49,51.64,24.1537,72.8645,49.9173,193.635,98.91,34.0427,51.5332,109.27,53.5047,28.5189,39.14,73.4124,61.3275,58.4885,48.1262,112.88,16.03,25.36,40.2,82.7576
2016-02-26,97.4317,86.6,46.49,62.0209,60.6137,51.09,73.2419,64.6495,19.1026,90.01,96.094,38.02,171.42,133.11,65.1547,55.6293,12.7,33.5875,55.11,44.25,36.2895,313.92,198190.5,39.5489,117.51,85.79,93.17,18.8003,67.6469,34.3876,69.72,26.62,57.04,85.4142,70.02,78.95,74.8118,71.0165,67.6762,306.77,32.0461,107.92,24.53,724.86,150.25,32.81,53.9297,133.3817,30.0641,96.054,57.938,10.795,17.9052,37.7167,87.748,36.045,57.8475,34.5651,25.3088,51.6615,106.95,113.3639,21.6676,28.81,31.68,23.6019,37.1151,69.8,56.43,42.55,38.47,33.0457,38.61,84.463,34.82,67.7075,254.04,79.7076,123.37,51.62,25.5273,72.9854,48.7341,192.081,95.56,34.788,52.2951,108.46,53.6961,29.1128,39.29,72.8714,60.2867,56.935,48.4487,112.75,15.64,25.59,39.27,82.4952
2016-02-29,97.2105,85.15,46.95,62.3034,59.9589,50.2,71.5905,63.7851,18.9719,92.2,95.622,37.95,171.64,133.97,65.1647,55.8302,12.52,32.4377,55.19,43.04,35.5561,311.96,202555,38.8981,115.53,86.5,91.44,18.9018,66.1671,34.0953,67.75,26.3882,56.98,84.4927,69.92,79.07,75.0644,70.6733,64.909,303.69,31.8037,106.92,24.53,717.22,150.18,32.46,53.7572,132.3715,29.8522,96.947,56.6894,10.6238,18.2379,36.7313,87.097,35.5684,57.3948,34.5954,24.846,51.2385,103.226,113.6662,21.6373,29.27,31.475,24.6173,36.9343,68.82,56.73,42.66,37.81,32.8502,38.46,81.7874,34.99,66.7978,249.49,79.9999,120.53,51.27,25.1162,72.23,48.724,191.405,96.51,33.4183,51.3428,107.52,53.414,28.7202,38.52,72.5307,60.7111,56.8442,47.2896,113.32,15.99,25.98,39.54,80.8806
2016-03-01,101.0712,88.37,46.93,62.2832,61.5203,51.88,73.846,65.142,19.4746,94.7,96.284,40.11,177.63,138.43,65.6473,57.0557,13.19,33.7388,55.35,44.4355,36.9727,322.57,205500,41.3211,117.71,87.74,92.56,18.9424,68.4421,34.7302,70.02,27.0433,58.21,87.2167,69.95,81.73,74.1246,70.4411,65.1897,308.4,32.0865,109.82,25.4,742.17,155.322,33.2041,55.5738,135.7457,30.6391,99.174,59.6094,10.9763,18.2581,39.1043,90.283,37.4745,58.4411,34.9792,26.2443,52.9505,105.893,113.4445,21.6575,29.51,32.8701,24.8225,38.1494,70.45,56.21,42.62,39.52,33.5191,40.28,84.976,34.83,71.063,254.9,84.0507,128.1,52.6025,26.4598,74.5363,48.0262,196.278,96.57,35.2614,53.097,110.13,54.623,30.3409,39.9,74.7851,62.237,56.8442,49.1038,115.51,16.55,26.65,39.46,82.0209
2016-03-02,101.2923,88.39,46.96,62.4446,61.8628,51.83,73.7755,65.7451,19.5953,94.62,97.729,42.65,178.53,136.97,69.1257,57.3771,13.46,34.1019,55.62,45.5901,37.5956,326.73,205500,42.2723,118.36,88.41,93.3,19.0946,69.5998,36.7762,70.43,27.1139,57.68,88.2394,69.47,82.39,74.4076,70.966,67.1749,304.01,32.642,109.95,25.77,739.48,154.87,33.8477,58.1922,137.6954,30.8106,98.943,60.1733,11.3891,18.7722,39.4563,90.073,37.7712,58.1896,35.0601,26.2644,53.3231,109.597,113.2027,22.2317,30.5,33.0608,26.2277,37.9184,71.61,56.23,43.08,39.47,33.8896,40.47,86.1428,34.92,71.5178,256.17,85.2196,131.25,53.3495,26.8107,74.9392,48.5217,197.014,97.43,36.2485,53.5681,110.2,54.8245,30.653,40.53,74.4444,62.7321,56.7232,49.9605,116.78,17.13,27.07,39.59,83.4539
2016-03-03,102.0464,87.21,47,62.3235,61.4297,52.27,74.6616,65.6446,19.5551,95.3,98.562,42.98,179.79,137.33,68.2611,58.3515,13.5503,34.5659,56.56,46.7346,37.8669,325.43,206000,42.883,117.84,87.89,94.34,19.054,70.1232,38.8624,70.8,27.0837,57.8,88.6343,70.7024,82.27,75.115,71.2991,69.4308,310.59,33.4095,109.58,26.45,731.59,156.005,34.3605,59.8565,139.2108,30.851,98.02,60.3747,11.5502,19.0545,40.0194,89.923,38.1129,58.099,37.6964,26.2946,52.7189,110.574,112.4572,22.5036,31.76,32.7697,27.2842,38.049,70.49,56.29,43.86,39.48,34.4659,41.02,87.0883,35.26,72.6397,253.21,86.7513,128.27,52.875,27.1817,75.3823,48.7341,199.153,98.56,36.8125,53.4177,109.8,55.2778,31.1261,40.77,74.0537,64.5106,56.9653,50.1621,117,18.09,27.26,39.6,83.1511
2016-03-04,103.5645,86.18,47.35,62.9895,61.48,52.3,74.6213,65.715,19.4948,95.94,99.275,45.26,180.02,146.06,68.231,58.5524,13.5905,34.7878,57.21,46.3832,38.2688,326.054,207945,42.883,117.18,87.25,94.8,19.7743,70.0528,41.4425,71.06,27.0131,57.74,89.0394,71.3388,81.89,75.9638,72.0663,71.5964,309.72,33.6923,108.39,25.68,730.22,157.522,35.0745,62.8808,139.2108,30.9014,99.495,60.4653,11.6308,18.6714,39.7479,90.233,38.0589,58.3606,37.4338,26.2845,52.3966,110.956,115.1472,22.5641,32.5,32.6694,27.038,38.049,69.72,56.5,44.6,39.7324,34.1572,41.49,87.8125,35.67,72.2354,249.95,86.4389,128.8,53.1577,27.2218,75.3621,49.179,200.273,97.86,37.3161,53.5681,110.4,55.2979,31.3073,41.03,74.0436,64.5611,57.5403,50.5048,117.19,19.15,27.75,39.94,83.0401
2016-03-07,102.4184,85.11,47.555,63.8067,60.9965,52.66,73.9568,65.3632,19.545,95.6,99.485,45.15,180.21,143.51,67.6981,59.2656,13.5804,34.6466,56.93,46.7647,38.3492,329.045,208500,42.6627,117.35,86.27,93.58,19.9773,69.9823,41.7247,70.49,27.3558,57,91.8139,71.9449,82.47,77.0553,72.3692,75.667,299.48,34.2579,105.73,26.64,712.8,156.025,36.0399,63.8855,141.5848,31.2142,99.696,60.3545,11.52,18.9436,39.6574,88.48,38.5265,58.0387,37.2317,26.2443,51.3896,110.433,115.3084,22.5238,34.93,32.4586,28.3407,38.521,70.35,56.47,44.62,39.894,34.3013,41.6,87.4705,36.06,72.9025,250.57,88.0815,130.64,53.8037,27.6028,76.7016,49.0375,201.413,97.4,37.0038,53.8187,110.41,55.9024,31.6697,40.77,72.0798,63.9144,57.4091,50.4645,116.95,19.06,27.9421,40.06,85.2299
2016-03-08,101.5738,84.35,48.2815,64.18,60.5029,51.93,75.739,64.9109,18.8815,94.6,98.783,41.1856,179.35,139.63,68.7336,59.6975,13.1087,33.9506,57.49,44.2247,37.666,322.671,207989,41.1008,116.28,85.48,93.89,20.1497,68.9455,38.9229,69.82,27.2651,55.93,89.8596,72.45,83.94,78.086,73.5705,70.7442,300.506,34.571,105.93,24.34,713.53,152.259,34.6723,61.6021,140.4938,30.8308,99.585,59.1865,11.1676,17.9455,38.2597,87.027,37.5644,57.7872,35.5247,25.1579,52.0139,108.53,116.3159,22.6447,31.5,31.8664,26.8944,38.3101,67.15,56.94,45.25,38.5511,33.9925,41.34,85.5694,36.34,71.063,248.92,85.4514,125.65,52.9558,26.7405,73.217,49.7049,199.436,98.34,35.6744,52.7361,111.46,54.9353,30.6631,39.85,70.7573,62.9847,58.2767,49.4364,116.71,17.26,27.8006,40.66,83.3832
2016-03-09,101.6643,85.27,48.7053,64.8762,60.8756,51.59,77.1587,64.8606,19.2736,94.6,99.064,42.3669,180.45,141.96,69.0553,59.3158,13.189,33.7489,57.68,44.4857,37.3143,330.637,209250,41.2009,117.78,85.22,94.504,20.2411,69.1569,39.3562,71.04,27.8295,56.05,93.9911,72.8339,85.65,78.3286,73.419,72.4486,303.031,34.5104,107.51,25.27,725.41,150.562,34.8834,63.1447,141.8475,31.1385,99.786,59.5289,10.9763,18.1371,38.32,87.357,37.7622,58.0588,37.4338,24.7555,53.2123,108.712,117.132,22.7857,31.84,31.8464,27.1508,38.6415,69.2029,57.28,45.361,38.6924,33.9925,41.72,85.1168,36.8453,71.1641,249.89,86.7513,128.68,52.441,26.6202,73.2674,50.1195,199.516,98.87,35.3017,52.9967,111.943,55.1569,30.7839,39.76,70.8174,65.4807,58.5894,49.1744,116.49,17.96,27.8815,40.72,83.1511
2016-03-10,101.7146,84.85,48.3723,64.7047,60.8152,51.86,77.3097,64.5892,19.6757,94.71,98.903,42.5471,179.44,144.42,68.5929,59.0145,13.3195,33.9506,58.35,43.7026,37.0431,327.293,209120,41.4212,117.6,85,94.333,20.4846,69.6904,39.3361,70.7,27.5977,55.42,95.1252,72.3187,85.23,78.0759,73.7522,72.4586,308.513,35.076,107.32,25.36,732.17,151.676,34.7024,62.8808,141.6252,31.5269,98.331,59.0154,11.0367,17.8548,38.3402,87.067,37.987,58.0789,36.7065,24.7957,52.4168,108.5,116.5577,22.9368,31.9618,31.7962,28.1355,38.2097,69.213,57.04,45.4316,38.8338,33.797,41.4,85.6398,36.9362,71.3157,250,86.0863,129.49,52.5116,26.7104,73.7004,50.433,199.768,98.24,35.9262,53.0469,112.144,55.9024,30.7839,39.51,70.3565,64.8542,58.428,48.8922,116.82,16.53,28.377,40.74,82.9291
2016-03-11,102.8105,86,48.6548,64.8056,62.7292,53.2184,78.1354,65.8557,20.1432,98.46,100.83,46.3413,183.21,148.82,68.4722,59.7277,13.8414,34.7475,58.68,45.9716,37.9272,342.057,211600,43.0432,119.95,85.78,95.198,20.5759,71.5024,40.8378,71.63,28.0815,56.97,95.7733,72.9551,86.46,78.5812,73.9642,75.3762,319.869,35.076,109.41,27.54,744.87,154.609,36.3214,64.3321,143.8175,32.0414,100.278,59.7504,11.2985,18.7722,40.2808,88.76,39.7852,59.095,38.1004,26.1537,53.444,112.053,116.6887,22.9066,33.8795,32.3382,29.0382,39.1134,70.7401,57.32,44.7353,40.7522,34.1778,42.49,86.9072,36.9463,74.3377,256.82,87.0939,137.04,52.7135,28.2745,75.5334,50.3521,203.087,99.46,37.2556,54.9514,114.265,56.4766,31.8912,40.46,71.7692,66.0567,58.66,50.4645,120.62,16.6548,29.0445,40.72,82.9392
2016-03-14,103.0719,87.01,48.7557,64.7955,62.1046,53.1983,77.9642,65.2828,20.0176,98.06,100.118,46.3613,183.3,148.14,68.3616,59.8382,13.6909,34.6769,60.64,44.054,37.8066,340.214,210300,42.7228,119.74,85,97.01,20.7281,70.395,40.3238,72.22,27.9203,58.12,95.4492,73.0763,85.965,78.5408,74.1661,74.9752,315.866,34.9952,109.89,27.17,750.24,154.157,35.698,62.0385,144.2418,31.7085,99.746,59.5289,11.2179,18.8932,40.6126,89.051,39.4705,59.1856,37.4136,26.0632,53.5447,112.305,116.7088,22.9469,33.9302,32.4184,28.9048,38.8624,69.8299,57.54,45.0179,40.1868,34.0028,42.39,86.3238,36.7442,73.7818,261.41,86.842,135.39,52.5823,27.9136,73.9623,50.514,200.848,100.07,37.1549,54.8311,113.441,56.0233,32.163,40.49,71.629,65.0664,58.5591,50.273,120.63,17.1646,29.4085,40.7603,83.1612
2016-03-15,105.143,86.83,48.6145,64.9872,62.0039,53.3492,79.2128,66.2577,20.0075,98.41,100.238,47.0721,184.03,148.47,68.9548,59.4966,13.6206,34.5457,61.29,44.3853,37.666,336.498,211070,42.6427,119.5,85.3,97.332,20.8092,69.781,40.1423,71.7,27.8799,58.03,95.4594,73.733,87.4905,78.8743,74.6001,73.8021,314.307,34.8437,110.67,26.78,750.57,152.691,35.1851,62.4343,144.4236,31.9305,99.646,59.6094,11.2481,18.2177,40.1601,89.542,39.3716,59.4974,36.9994,25.5804,53.9676,112.114,116.467,22.8361,33.5954,32.2579,28.433,38.9025,69.1018,57.48,45.1491,39.7324,34.2498,42.35,86.2937,36.8958,73.1956,265.235,87.2652,135.59,52.1179,27.8133,73.7508,50.8982,201.403,100.2,37.1046,54.7108,114.547,56.1442,31.7402,40.79,72.0498,65.6221,58.8517,50.3738,120.7,16.8005,29.6614,40.841,83.575
2016-03-16,106.5404,88.17,48.8667,65.7137,62.9206,53.2385,78.4677,66.6196,20.1583,99.81,100.138,48.764,185.18,149.12,69.2664,59.9688,13.3596,34.2532,60.43,46.082,37.3445,336.437,210200,42.2823,119.45,85.895,97,20.931,69.8414,42.1983,72.73,28.1017,58.91,96.6036,74.3088,87.9653,79.7838,75.1452,75.2359,318.622,35.1265,112.18,27.07,757.36,151.194,35.6678,63.368,146.2723,31.9708,100.609,59.3275,11.087,19.0444,40.5121,90.193,39.3537,59.2761,38.7772,25.3088,54.733,111.389,117.9984,23.2692,33.5446,33.2214,30.269,40.3888,70.2041,58.06,45.5628,40.2979,35.0114,42.75,85.1872,37.3203,73.3371,269.784,88.2427,137.48,51.7848,26.9912,73.8716,51.2522,202.311,100.62,36.6513,55.1318,115.311,56.5572,32.1328,40.54,72.5107,66.6326,59.2854,49.9303,120.82,18.1424,29.7827,41.2645,83.6254
2016-03-17,106.3695,89.96,49.341,66.0163,63.8574,53.5102,79.0416,67.5443,20.3896,101.75,102.355,49.3146,188.95,152.05,70.3421,60.3505,13.45,34.4449,60.8,46.9956,37.5554,344.363,213600,42.903,120.99,86.8751,97.04,21.3774,69.9622,43.3473,72.72,28.4142,58.73,98.1124,75.3088,89.3191,80.8347,76.1951,76.6997,318.843,35.2578,111.02,27.6,758.48,153.575,36.5829,64.0682,148.5454,32.2634,101.15,59.1563,11.2079,18.994,41.0751,91.596,39.6324,60.2117,37.8984,26.0028,55.0452,111.812,119.2175,23.5009,34.4883,32.9404,30.9973,40.7804,71.4581,59,46.4711,41.0552,35.4642,43.3964,85.7002,37.967,74.1457,271.516,89.0589,142.25,51.8656,27.7431,75.0701,51.3938,206.941,103.04,36.8931,55.8836,116.467,57.0207,32.3543,40.69,73.2822,64.8542,59.7192,50.1218,124.03,18.4753,30.4198,41.8494,84.8666
2016-03-18,106.4902,93.42,49.4217,65.3706,63.9884,54.0435,78.5583,67.5744,20.6007,100.51,101.824,48.8141,187.04,152.993,68.3717,61.4956,13.8414,34.9694,60.99,47.6281,38.3291,344.988,213330,43.5939,122.47,87.3197,96.567,21.0324,71.0393,43.3574,72.65,28.5553,59.25,98.9225,74.2077,89.3494,80.5114,75.9629,75.8274,317.616,35.1871,111.45,27.54,755.41,158.285,36.5024,61.734,148.5959,32.9696,102.334,60.8983,11.4697,18.8831,41.8997,92.498,40.2168,60.1614,38.6156,26.4354,53.8669,113.352,119.3888,22.967,33.0576,33.934,31.6127,41.654,72.1053,58.74,46.0674,41.8326,35.6185,43.1742,86.6658,37.4516,75.7426,271.214,90.0968,143.08,52.0776,28.445,74.0428,51.3331,206.77,103.23,37.4571,55.8435,116.397,57.5143,32.5959,41.32,73.9234,65.8445,59.0131,50.9382,121.27,18.881,30.4299,41.4057,84.9676
2016-03-21,106.4801,92.5,49.2199,65.3807,63.7466,53.9026,78.8704,67.1824,20.842,100.34,101.944,48.6639,185.03,153.394,67.9093,61.4855,13.8916,34.929,60.22,47.2265,38.309,344.404,213300.05,43.654,121.39,86.8145,96.416,21.2556,71.2809,42.9139,72.25,28.4142,59.52,97.6567,74.3795,87.3592,80.3598,75.4582,76.1583,319.256,35.2275,111.85,27.82,762.16,156.969,36.5829,61.8863,150.1516,32.6266,102.334,60.8781,11.51,18.5101,41.6986,92.538,40.019,60.1313,38.8075,26.0934,54.2395,113.261,118.4518,23.0577,33.0474,34.0344,30.4537,41.7846,71.4682,58.58,46.128,41.6206,35.9479,43.0328,86.7061,37.583,75.3484,265.99,90.379,142.08,52.7034,28.3547,75.4226,51.0499,204.792,102.9,37.3765,55.5729,116.669,57.4438,32.5355,41.38,73.9134,66.5417,59.0736,51.0692,121.45,18.0488,30.612,41.3956,84.3823
2016-03-22,107.2945,92.56,49.3107,65.3504,63.8071,54.0535,79.1524,67.2629,20.8923,99.93,101.814,48.0632,185.85,155.27,67.9696,60.8828,13.8113,34.697,59.48,46.6141,38.0377,342.631,213400.05,43.4337,120.12,86.8953,96.195,21.2759,70.9286,42.2487,72.85,28.5049,58.85,96.7049,73.7026,88.0259,79.713,75.2664,76.0981,320.915,35.3487,112.25,27.45,760.05,154.87,36.1706,60.7496,149.6162,32.6064,102.474,60.6566,11.4898,18.6512,41.3667,91.947,39.6414,60.091,38.959,25.9928,54.451,113.181,117.9178,22.967,32.4894,33.9741,30.987,41.5536,70.3963,58.57,46.2491,41.0754,36.0611,42.9823,86.354,37.4011,74.9138,265.627,90.8526,140.2,52.5116,28.4851,74.1335,50.8376,204.157,103.495,37.2355,55.2421,116.699,57.3229,32.2939,41.32,73.1018,66.764,58.7508,50.7668,121.47,18.3401,30.9356,41.1133,84.8868
2016-03-23,106.7013,92.16,49.4318,65.6632,63.8675,53.7718,78.4979,67.0015,20.3896,99.58,100.86,46.3413,185.51,153.494,67.9093,60.9029,13.6708,34.4348,60.57,45.1383,37.6961,341.634,211370,42.4225,119.58,86.5518,96.98,21.2455,70.6769,40.1625,71.78,28.0513,59.06,94.7708,74.2582,88.0158,80.6528,76.0639,74.534,321.237,35.0659,112.54,26.87,757.56,154.75,35.2253,58.6996,146.8886,32.2836,102.023,60.3545,11.3388,17.8951,40.5422,92.318,39.03,59.8999,37.6156,25.4194,54.3503,112.708,118.5727,23.1886,31.84,34.5563,29.1715,40.921,69.0613,58.96,46.6325,40.1464,36.1949,42.5985,85.8511,37.4516,73.61,266.936,88.7969,136.77,51.4719,28.1041,73.4788,51.2421,203.279,102.578,36.8931,54.8311,116.528,57.0207,31.8006,41.19,74.0537,65.5817,59.346,50.152,119.38,16.9149,30.5816,41.4662,84.5135
